FP,Balanced Bagging Classifier,Weighted XGBoost,Weighted Decision Tree Classifier,Weighted Logistic Regression
"{'0.0<REASON_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.13768115942028986,0.057971014492753624,0.14492753623188406,0.7898550724637681
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.13768115942028986,0.057971014492753624,0.14492753623188406,0.7898550724637681
"{'0.0<REASON_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.14492753623188406,0.06521739130434782,0.15217391304347827,0.782608695652174
"{'0.0<REASON_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1386861313868613,0.058394160583941604,0.145985401459854,0.7883211678832117
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.14492753623188406,0.06521739130434782,0.15217391304347827,0.782608695652174
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1386861313868613,0.058394160583941604,0.145985401459854,0.7883211678832117
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.14388489208633093,0.06474820143884892,0.1510791366906475,0.7841726618705036
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.14492753623188406,0.06521739130434782,0.15217391304347827,0.782608695652174
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.13768115942028986,0.057971014492753624,0.14492753623188406,0.7898550724637681
"{'0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1386861313868613,0.058394160583941604,0.145985401459854,0.7883211678832117
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.14388489208633093,0.06474820143884892,0.1510791366906475,0.7841726618705036
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.13768115942028986,0.057971014492753624,0.14492753623188406,0.7898550724637681
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '1.0<SEASON_2<2.0'}",0.14492753623188406,0.06521739130434782,0.15217391304347827,0.782608695652174
"{'0.0<Q1781_2<2.0', '0.0<REASON_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q76_2<2.0', '0.0<Q72_2<2.0', '1.0<SEASON_2<2.0'}",0.1386861313868613,0.058394160583941604,0.145985401459854,0.7883211678832117
"{'1.0<STREET_2<2.0', '0.0<PUT_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q401_2<1.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'1.0<STREET_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'1.0<STREET_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'1.0<STREET_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'1.0<STREET_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'1.0<STREET_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MONEY_2<2.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0', '0.0<Q75_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0'}",0.14788732394366197,0.07042253521126761,0.15492957746478872,0.7746478873239436
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q72_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q75_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '0.0<LASTDAY_2<2.0', '0.0<Q1781_2<2.0', '0.0<Q72_2<2.0'}",0.14184397163120568,0.06382978723404255,0.14893617021276595,0.7801418439716312
"{'0.0<REASON_2<2.0', '1.0<STREET_2<2.0', '0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<MEMORY_2<1.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '1.0<STREET_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '0.0<MONEY_2<2.0', '1.0<STREET_2<2.0', '0.0<CONVERS_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0'}",0.14685314685314685,0.06993006993006994,0.15384615384615385,0.7692307692307693
"{'0.0<PUT_2<1.0', '0.0<Q401_2<1.0', '0.0<REASON_2<2.0', '0.0<MEMORY_2<1.0', '0.0<Q1781_2<2.0', '1.0<STREET_2<2.0', '0.0<Q72_2<2.0'}",0.14084507042253522,0.06338028169014084,0.14788732394366197,0.7746478873239436
